FirstByte	LastByte	Type	Compressed	Description	Modified
0C13E0	0C1787	TXT	N	"Tech Names (8 bytes each, 117 strings)"	2007.06.28
0C1788					2007.06.28
0C2E3F	0C3022	PTR	N	Pointers to Item Descriptions (242 pointers)	2007.06.28
0C3023	0C364D	TXT	N	Item Descriptions	2007.06.28
0C364E	0C37FF	---	N	UNUSED SPACE (434 bytes)	2007.06.28
0C3800	0C38F1	PTR	N	Pointers to Tech Descriptions	2007.06.28
0C38F2	0C3903	---	N	Unused pointer space ($FF values)	2007.06.28
0C3904	0C41D0	TXT	N	Tech Descriptions	2007.06.28
0C41D1	0C47FF	---	N	UNUSED SPACE (1583 bytes)	2007.06.28
0C4800					2007.06.28
0C6700	0C6EFF	TXT	N	"Enemy Names (8 bytes each, 256 strings, last 5 blank)"	2007.06.28
0C6F00					2007.06.28
0CD000	0CD1FF	PTR	N	Pointers to Battle Enemy Messages (256 strings)	2007.06.28
0CD200	0CDFF6	TXT	N	Battle Enemy Messages	2007.06.28
0CDFF7	0CDFFF	---	N	UNUSED SPACE (9 bytes)	2007.06.28
0CE000					2007.06.28
0CF049	0CF04C	CODE	N	Routines check if PC1 has SightScope or Relic equipped	2007.06.28
0CF04D	0CF04D	DATA	N	Item used to show enemy HP ($A4 SightScope)	2007.06.28
0CF04E	0CF050	CODE	N	Routines check if PC1 has SightScope or Relic equipped	2007.06.28
0CF051	0CF051	DATA	N	Item used to show enemy HP ($B8 Relic)	2007.06.28
0CF052	0CF053	CODE	N	Routines check if PC1 has SightScope or Relic equipped	2007.06.28
0CF054	0CF057	CODE	N	Routines check if PC2 has SightScope or Relic equipped	2007.06.28
0CF058	0CF058	DATA	N	Item used to show enemy HP ($A4 SightScope)	2007.06.28
0CF059	0CF05B	CODE	N	Routines check if PC2 has SightScope or Relic equipped	2007.06.28
0CF05C	0CF05C	DATA	N	Item used to show enemy HP ($B8 Relic)	2007.06.28
0CF05D	0CF05E	CODE	N	Routines check if PC2 has SightScope or Relic equipped	2007.06.28
0CF05F	0CF062	CODE	N	Routines check if PC3 has SightScope or Relic equipped	2007.06.28
0CF063	0CF063	DATA	N	Item used to show enemy HP ($A4 SightScope)	2007.06.28
0CF064	0CF066	CODE	N	Routines check if PC3 has SightScope or Relic equipped	2007.06.28
0CF067	0CF067	DATA	N	Item used to show enemy HP ($B8 Relic)	2007.06.28
0CF068	0CF069	CODE	N	Routines check if PC3 has SightScope or Relic equipped	2007.06.28
0CF06A	0CF06C	CODE	N	Routines used if any PC has SightScope or Relic equipped	2007.06.28
0CF06D					2007.06.28
0D008F	0D008F	DATA	N	Graphic effect to use when a boss is killed ($38)	2007.06.28
0D0090					2007.06.28
0D009C	0D009C	DATA	N	Sound effect to use when a regular enemy is defeated ($95)	2007.06.28
0D009D					2007.06.28
0EEF11	0EEF2C	PTR	N	Pointers to Battle Party Messages (14 strings)	2007.06.28
0EEF2D	0EEFA4	TXT	N	Battle Party Messages	2007.06.28
0EEFA5					2007.06.28
110000	1100FF	PTR	N	Pointers to unknown compressed battle attack data	2007.06.28
110100	110636	DATA	Y	Unknown compressed battle attack data	2007.06.28
110637					2007.06.28
115100	1157FF	TXT	N	"ASCII text, mostly credits information"	2007.06.28
115800					2007.06.28
120000	1272BF	GFX	N	"(06) PC, NPC and Enemy Graphics - Magus"	2007.06.28
1272C0	12EE7F	GFX	N	"(00) PC, NPC and Enemy Graphics - Crono"	2007.06.28
12EE80	12F85D	GFX	Y	"(EC) PC, NPC and Enemy Graphics"	2007.06.28
12F85E	12FF93	GFX	Y	"(E3) PC, NPC and Enemy Graphics"	2007.06.28
12FF94	12FFFF	---	N	UNUSED SPACE (108 bytes)	2007.06.28
130000	136B3F	GFX	N	"(04) PC, NPC and Enemy Graphics - Frog"	2007.06.28
136B40	13E27F	GFX	N	"(02) PC, NPC and Enemy Graphics - Lucca"	2007.06.28
13E280	13E745	GFX	Y	"(BD) PC, NPC and Enemy Graphics"	2007.06.28
13E746	13E8A8	GFX	Y	"(BE) PC, NPC and Enemy Graphics"	2007.06.28
13E8A9	13EA5A	GFX	Y	"(BF) PC, NPC and Enemy Graphics"	2007.06.28
13EA5B	13EE13	GFX	Y	"(C2) PC, NPC and Enemy Graphics"	2007.06.28
13EE14	13EEAF	GFX	Y	"(C3) PC, NPC and Enemy Graphics"	2007.06.28
13EEB0	13F049	GFX	Y	"(C4) PC, NPC and Enemy Graphics"	2007.06.28
13F04A	13F0AB	GFX	Y	"(C6) PC, NPC and Enemy Graphics"	2007.06.28
13F0AC	13F19C	GFX	Y	"(C7) PC, NPC and Enemy Graphics"	2007.06.28
13F19D	13F2A6	GFX	Y	"(C8) PC, NPC and Enemy Graphics"	2007.06.28
13F2A7	13F3CB	GFX	Y	"(C9) PC, NPC and Enemy Graphics"	2007.06.28
13F3CC	13F5BC	GFX	Y	"(CA) PC, NPC and Enemy Graphics"	2007.06.28
13F5BD	13F638	GFX	Y	"(CC) PC, NPC and Enemy Graphics"	2007.06.28
13F639	13F670	GFX	Y	"(D7) PC, NPC and Enemy Graphics"	2007.06.28
13F671	13F70A	GFX	Y	"(DA) PC, NPC and Enemy Graphics"	2007.06.28
13F70B	13F7A6	GFX	Y	"(DD) PC, NPC and Enemy Graphics"	2007.06.28
13F7A7	13F995	GFX	Y	"(DE) PC, NPC and Enemy Graphics"	2007.06.28
13F996	13FB9D	GFX	Y	"(D2) PC, NPC and Enemy Graphics"	2007.06.28
13FB9E	13FC55	GFX	Y	"(D4) PC, NPC and Enemy Graphics"	2007.06.28
13FC56	13FDBA	GFX	Y	"(2F) PC, NPC and Enemy Graphics"	2007.06.28
13FDBB	13FE36	GFX	Y	"(F0) PC, NPC and Enemy Graphics"	2007.06.28
13FE37	13FEC8	GFX	Y	"(EF) PC, NPC and Enemy Graphics"	2007.06.28
13FEC9	13FFD7	GFX	Y	"(F1) PC, NPC and Enemy Graphics"	2007.06.28
13FFD8	13FFFF	---	N	UNUSED SPACE (40 bytes)	2007.06.28
140000	147C3F	GFX	N	"(01) PC, NPC and Enemy Graphics - Marle"	2007.06.28
147C40	14FAFF	GFX	N	"(03) PC, NPC and Enemy Graphics - Robo, R series"	2007.06.28
14FB00	14FCFA	GFX	Y	"(B3) PC, NPC and Enemy Graphics"	2007.06.28
14FCFB	14FDAF	GFX	Y	"(B4) PC, NPC and Enemy Graphics"	2007.06.28
14FDB0	14FF72	GFX	Y	"(BB) PC, NPC and Enemy Graphics"	2007.06.28
14FF73	14FFFF	---	N	UNUSED SPACE (173 bytes)	2007.06.28
150000	158BFF	GFX	N	"(05) PC, NPC and Enemy Graphics - Ayla"	2007.06.28
158C00	15A03F	GFX	Y	"(9B) PC, NPC and Enemy Graphics"	2007.06.28
15A040	15B298	GFX	Y	"(A4) PC, NPC and Enemy Graphics"	2007.06.28
15B299	15E177	GFX	Y	"(A5) PC, NPC and Enemy Graphics"	2007.06.28
15E178	15E1B4	GFX	Y	"(A7) PC, NPC and Enemy Graphics"	2007.06.28
15E1B5	15F8F6	GFX	Y	"(59) PC, NPC and Enemy Graphics"	2007.06.28
15F8F7	15FFF9	GFX	Y	"(69) PC, NPC and Enemy Graphics"	2007.06.28
15FFFA	15FFFF	---	N	UNUSED SPACE (6 bytes)	2007.06.28
160000	1614EE	GFX	Y	"(5A) PC, NPC and Enemy Graphics"	2007.06.28
1614EF	152961	GFX	Y	"(5E) PC, NPC and Enemy Graphics"	2007.06.28
162962	1645F2	GFX	Y	"(72) PC, NPC and Enemy Graphics"	2007.06.28
1645F3	164CB9	GFX	Y	"(51) PC, NPC and Enemy Graphics"	2007.06.28
164CBA	16601D	GFX	Y	"(61) PC, NPC and Enemy Graphics"	2007.06.28
16601E	166A11	GFX	Y	"(62) PC, NPC and Enemy Graphics"	2007.06.28
166A12	167FB5	GFX	Y	"(63) PC, NPC and Enemy Graphics"	2007.06.28
167FB6	168BA2	GFX	Y	"(64) PC, NPC and Enemy Graphics"	2007.06.28
168BA3	169789	GFX	Y	"(65) PC, NPC and Enemy Graphics"	2007.06.28
16978A	16A28C	GFX	Y	"(66) PC, NPC and Enemy Graphics"	2007.06.28
16A28D	16A939	GFX	Y	"(6A) PC, NPC and Enemy Graphics"	2007.06.28
16A93A	16B7D8	GFX	Y	"(6C) PC, NPC and Enemy Graphics"	2007.06.28
16B7D9	16C77D	GFX	Y	"(AD) PC, NPC and Enemy Graphics"	2007.06.28
16C77E	16EE09	GFX	Y	"(57) PC, NPC and Enemy Graphics"	2007.06.28
16EE0A	16F3DD	GFX	Y	"(68) PC, NPC and Enemy Graphics"	2007.06.28
16F3DE	16F9F7	GFX	Y	"(5D) PC, NPC and Enemy Graphics"	2007.06.28
16F9F8	16FFFF	---	N	UNUSED SPACE (1544 bytes)	2007.06.28
170000	170500	GFX	Y	"(67) PC, NPC and Enemy Graphics"	2007.06.28
170501	170D17	GFX	Y	"(6E) PC, NPC and Enemy Graphics"	2007.06.28
170D18	172AD7	GFX	Y	"(6F) PC, NPC and Enemy Graphics"	2007.06.28
172AD8	1734F5	GFX	Y	"(70) PC, NPC and Enemy Graphics"	2007.06.28
1734F6	174EEE	GFX	Y	"(71) PC, NPC and Enemy Graphics"	2007.06.28
174EEF	175410	GFX	Y	"(60) PC, NPC and Enemy Graphics"	2007.06.28
175411	1759BB	GFX	Y	"(5F) PC, NPC and Enemy Graphics"	2007.06.28
1759BC	177EFF	GFX	Y	"(73) PC, NPC and Enemy Graphics"	2007.06.28
177F00	178813	GFX	Y	"(5B) PC, NPC and Enemy Graphics"	2007.06.28
178814	17934E	GFX	Y	"(5C) PC, NPC and Enemy Graphics"	2007.06.28
17934F	179E72	GFX	Y	"(6B) PC, NPC and Enemy Graphics"	2007.06.28
179E73	17BBB5	GFX	Y	"(53) PC, NPC and Enemy Graphics"	2007.06.28
17BBB6	17BD32	GFX	Y	"(CD) PC, NPC and Enemy Graphics"	2007.06.28
17BD33	17C92F	GFX	Y	"(CE) PC, NPC and Enemy Graphics"	2007.06.28
17C930	17D52C	GFX	Y	"(CF) PC, NPC and Enemy Graphics"	2007.06.28
17D52D	17E896	GFX	Y	"(6D) PC, NPC and Enemy Graphics"	2007.06.28
17E897	17FEED	GFX	Y	"(4E) PC, NPC and Enemy Graphics"	2007.06.28
17FEEE	17FFFF	---	N	UNUSED SPACE (274 bytes)	2007.06.28
180000	181807	GFX	Y	"(56) PC, NPC and Enemy Graphics"	2007.06.28
181808	183485	GFX	Y	"(58) PC, NPC and Enemy Graphics"	2007.06.28
183486	184147	GFX	Y	"(4F) PC, NPC and Enemy Graphics"	2007.06.28
184148	186E82	GFX	Y	"(50) PC, NPC and Enemy Graphics"	2007.06.28
186E83	188BD2	GFX	Y	"(52) PC, NPC and Enemy Graphics"	2007.06.28
188BD3	18A951	GFX	Y	"(54) PC, NPC and Enemy Graphics"	2007.06.28
18A952	18B80E	GFX	Y	"(55) PC, NPC and Enemy Graphics"	2007.06.28
18B80F	18C2E9	GFX	Y	"(F2) PC, NPC and Enemy Graphics"	2007.06.28
18C2EA	18C628	GFX	Y	"(F3) PC, NPC and Enemy Graphics"	2007.06.28
18C629	18C895	GFX	Y	"(F4) PC, NPC and Enemy Graphics"	2007.06.28
18C896	18CB1C	GFX	Y	"(F5) PC, NPC and Enemy Graphics"	2007.06.28
18CB1D	18CDDB	GFX	Y	"(F6) PC, NPC and Enemy Graphics"	2007.06.28
18CDDC	18CF67	GFX	Y	"(F7) PC, NPC and Enemy Graphics"	2007.06.28
18CF68	18CFFF	---	N	UNUSED SPACE (152 bytes)	2007.06.28
18D000	18DD58	EVENT	Y	(000) Location Event Data - Guardia Throneroom	2007.06.28
18DD59	18E039	EVENT	Y	(001) Location Event Data - Bangor Dome	2007.06.28
18E03A	18E089	EVENT	Y	(002) Location Event Data	2007.06.28
18E08A	18E2FB	EVENT	Y	(003) Location Event Data	2007.06.28
18E2FC	18E8EF	EVENT	Y	(004) Location Event Data	2007.06.28
18E8F0	18EA7C	EVENT	Y	(005) Location Event Data	2007.06.28
18EA7D	18EB85	EVENT	Y	(006) Location Event Data	2007.06.28
18EB86	18EFE8	EVENT	Y	(007) Location Event Data	2007.06.28
18EFE9	18EFFF	---	N	UNUSED SPACE (23 bytes)	2007.06.28
18F000	18F0A1	PTR	N	"Pointers to Dialogue (81 strings, $51)"	2007.06.28
18F0A2	18FFAB	TXT	N	Dialogue	2007.06.28
18FFAC	18FFFF	---	N	UNUSED SPACE (84 bytes)	2007.06.28
190000	190726	GFX	Y	"(07) PC, NPC and Enemy Graphics"	2007.06.28
190727	190DE5	GFX	Y	"(08) PC, NPC and Enemy Graphics"	2007.06.28
190DE6	191330	GFX	Y	"(09) PC, NPC and Enemy Graphics"	2007.06.28
191331	19181D	GFX	Y	"(0A) PC, NPC and Enemy Graphics"	2007.06.28
19181E	191DE1	GFX	Y	"(0B) PC, NPC and Enemy Graphics"	2007.06.28
191DE2	192391	GFX	Y	"(0C) PC, NPC and Enemy Graphics"	2007.06.28
192392	192979	GFX	Y	"(0D) PC, NPC and Enemy Graphics"	2007.06.28
19297A	1930E6	GFX	Y	"(0E) PC, NPC and Enemy Graphics"	2007.06.28
1930E7	1936B0	GFX	Y	"(0F) PC, NPC and Enemy Graphics"	2007.06.28
1936B1	193D13	GFX	Y	"(10) PC, NPC and Enemy Graphics"	2007.06.28
193D14	194384	GFX	Y	"(11) PC, NPC and Enemy Graphics"	2007.06.28
194385	194A57	GFX	Y	"(12) PC, NPC and Enemy Graphics"	2007.06.28
194A58	1951FF	GFX	Y	"(13) PC, NPC and Enemy Graphics"	2007.06.28
195200	195A9B	GFX	Y	"(7D) PC, NPC and Enemy Graphics"	2007.06.28
195A9C	1961D2	GFX	Y	"(7E) PC, NPC and Enemy Graphics"	2007.06.28
1961D3	196921	GFX	Y	"(8A) PC, NPC and Enemy Graphics"	2007.06.28
196922	196D62	GFX	Y	"(14) PC, NPC and Enemy Graphics"	2007.06.28
196D63	197161	GFX	Y	"(15) PC, NPC and Enemy Graphics"	2007.06.28
197162	197512	GFX	Y	"(16) PC, NPC and Enemy Graphics"	2007.06.28
197513	197946	GFX	Y	"(17) PC, NPC and Enemy Graphics"	2007.06.28
197947	198207	GFX	Y	"(18) PC, NPC and Enemy Graphics"	2007.06.28
198208	198B62	GFX	Y	"(19) PC, NPC and Enemy Graphics"	2007.06.28
198B63	198DE2	GFX	Y	"(E6) PC, NPC and Enemy Graphics"	2007.06.28
198DE3	1999DE	GFX	Y	"(1B) PC, NPC and Enemy Graphics"	2007.06.28
1999DF	19A29F	GFX	Y	"(1C) PC, NPC and Enemy Graphics"	2007.06.28
19A2A0	19B007	GFX	Y	"(1D) PC, NPC and Enemy Graphics"	2007.06.28
19B008	19B88D	GFX	Y	"(1E) PC, NPC and Enemy Graphics"	2007.06.28
19B88E	19C114	GFX	Y	"(27) PC, NPC and Enemy Graphics"	2007.06.28
19C115	19C7C9	GFX	Y	"(7F) PC, NPC and Enemy Graphics"	2007.06.28
19C7CA	19D2BB	GFX	Y	"(23) PC, NPC and Enemy Graphics"	2007.06.28
19D2BC	19DB65	GFX	Y	"(24) PC, NPC and Enemy Graphics"	2007.06.28
19DB66	19E2CD	GFX	Y	"(1A) PC, NPC and Enemy Graphics"	2007.06.28
19E2CE	19EC5C	GFX	Y	"(26) PC, NPC and Enemy Graphics"	2007.06.28
19EC5D	19FC5A	GFX	Y	"(EE) PC, NPC and Enemy Graphics"	2007.06.28
19FC5B	19FFFF	---	N	UNUSED SPACE (933 bytes)	2007.06.28
1A0000	1A0BB8	GFX	Y	"(21) PC, NPC and Enemy Graphics"	2007.06.28
1A0BB9	1A158C	GFX	Y	"(20) PC, NPC and Enemy Graphics"	2007.06.28
1A158D	1A1837	GFX	Y	"(2B) PC, NPC and Enemy Graphics"	2007.06.28
1A1838	1A1921	GFX	Y	"(4D) PC, NPC and Enemy Graphics"	2007.06.28
1A1922	1A1988	GFX	Y	"(74) PC, NPC and Enemy Graphics"	2007.06.28
1A1989	1A1C15	GFX	Y	"(75) PC, NPC and Enemy Graphics"	2007.06.28
1A1C16	1A1CA4	GFX	Y	"(76) PC, NPC and Enemy Graphics"	2007.06.28
1A1CA5	1A1D5C	GFX	Y	"(77) PC, NPC and Enemy Graphics"	2007.06.28
1A1D5D	1A21B3	GFX	Y	"(78) PC, NPC and Enemy Graphics"	2007.06.28
1A21B4	1A2337	GFX	Y	"(79) PC, NPC and Enemy Graphics"	2007.06.28
1A2338	1A23EC	GFX	Y	"(7A) PC, NPC and Enemy Graphics"	2007.06.28
1A23ED	1A24A4	GFX	Y	"(30) PC, NPC and Enemy Graphics"	2007.06.28
1A24A5	1A24E8	GFX	Y	"(31) PC, NPC and Enemy Graphics"	2007.06.28
1A24E9	1A2603	GFX	Y	"(32) PC, NPC and Enemy Graphics"	2007.06.28
1A2604	1A2670	GFX	Y	"(33) PC, NPC and Enemy Graphics"	2007.06.28
1A2671	1A27F9	GFX	Y	"(34) PC, NPC and Enemy Graphics"	2007.06.28
1A27FA	1A2AD1	GFX	Y	"(35) PC, NPC and Enemy Graphics"	2007.06.28
1A2AD2	1A2B4A	GFX	Y	"(36) PC, NPC and Enemy Graphics"	2007.06.28
1A2B4B	1A2C91	GFX	Y	"(37) PC, NPC and Enemy Graphics"	2007.06.28
1A2C92	1A2D63	GFX	Y	"(38) PC, NPC and Enemy Graphics"	2007.06.28
1A2D64	1A2F72	GFX	Y	"(39) PC, NPC and Enemy Graphics"	2007.06.28
1A2F73	1A3207	GFX	Y	"(E4) PC, NPC and Enemy Graphics"	2007.06.28
1A3208	1A350A	GFX	Y	"(3A) PC, NPC and Enemy Graphics"	2007.06.28
1A350B	1A35D1	GFX	Y	"(3B) PC, NPC and Enemy Graphics"	2007.06.28
1A35D2	1A39C3	GFX	Y	"(3C) PC, NPC and Enemy Graphics"	2007.06.28
1A39C4	1A3C81	GFX	Y	"(3D) PC, NPC and Enemy Graphics"	2007.06.28
1A3C82	1A3D50	GFX	Y	"(3E) PC, NPC and Enemy Graphics"	2007.06.28
1A3D51	1A3DF7	GFX	Y	"(3F) PC, NPC and Enemy Graphics"	2007.06.28
1A3DF8	1A3E2A	GFX	Y	"(40) PC, NPC and Enemy Graphics"	2007.06.28
1A3E2B	1A3EB1	GFX	Y	"(41) PC, NPC and Enemy Graphics"	2007.06.28
1A3EB2	1A3F33	GFX	Y	"(42) PC, NPC and Enemy Graphics"	2007.06.28
1A3F34	1A3F79	GFX	Y	"(43) PC, NPC and Enemy Graphics"	2007.06.28
1A3F7A	1A3FD2	GFX	Y	"(44) PC, NPC and Enemy Graphics"	2007.06.28
1A3FD3	1A405F	GFX	Y	"(45) PC, NPC and Enemy Graphics"	2007.06.28
1A4060	1A40ED	GFX	Y	"(46) PC, NPC and Enemy Graphics"	2007.06.28
1A40EE	1A4174	GFX	Y	"(47) PC, NPC and Enemy Graphics"	2007.06.28
1A4175	1A41D8	GFX	Y	"(48) PC, NPC and Enemy Graphics"	2007.06.28
1A41D9	1A42C1	GFX	Y	"(49) PC, NPC and Enemy Graphics"	2007.06.28
1A42C2	1A434F	GFX	Y	"(4A) PC, NPC and Enemy Graphics"	2007.06.28
1A4350	1A43D0	GFX	Y	"(4B) PC, NPC and Enemy Graphics"	2007.06.28
1A43D1	1A4452	GFX	Y	"(4C) PC, NPC and Enemy Graphics"	2007.06.28
1A4453	1A47F9	GFX	Y	"(2C) PC, NPC and Enemy Graphics"	2007.06.28
1A47FA	1A4AED	GFX	Y	"(2D) PC, NPC and Enemy Graphics"	2007.06.28
1A4AEE	1A50CF	GFX	Y	"(1F) PC, NPC and Enemy Graphics"	2007.06.28
1A50D0	1A58A3	GFX	Y	"(80) PC, NPC and Enemy Graphics"	2007.06.28
1A58A4	1A617F	GFX	Y	"(28) PC, NPC and Enemy Graphics"	2007.06.28
1A6180	1A66C3	GFX	Y	"(29) PC, NPC and Enemy Graphics"	2007.06.28
1A66C4	1A68A0	GFX	Y	"(81) PC, NPC and Enemy Graphics"	2007.06.28
1A68A1	1A6932	GFX	Y	"(2E) PC, NPC and Enemy Graphics"	2007.06.28
1A6933	1A6DD6	GFX	Y	"(2A) PC, NPC and Enemy Graphics"	2007.06.28
1A6DD7	1A7654	GFX	Y	"(82) PC, NPC and Enemy Graphics"	2007.06.28
1A7655	1A7D2E	GFX	Y	"(83) PC, NPC and Enemy Graphics"	2007.06.28
1A7D2F	1A8063	GFX	Y	"(84) PC, NPC and Enemy Graphics"	2007.06.28
1A8064	1A8455	GFX	Y	"(86) PC, NPC and Enemy Graphics"	2007.06.28
1A8456	1A8A9F	GFX	Y	"(88) PC, NPC and Enemy Graphics"	2007.06.28
1A8AA0	1A9255	GFX	Y	"(87) PC, NPC and Enemy Graphics"	2007.06.28
1A9256	1AA107	GFX	Y	"(25) PC, NPC and Enemy Graphics - Johnny"	2007.06.28
1AA108	1AA5D2	GFX	Y	"(89) PC, NPC and Enemy Graphics"	2007.06.28
1AA5D3	1AA97E	GFX	Y	"(93) PC, NPC and Enemy Graphics"	2007.06.28
1AA97F	1ABA14	GFX	Y	"(94) PC, NPC and Enemy Graphics"	2007.06.28
1ABA15	1ABAAC	GFX	Y	"(95) PC, NPC and Enemy Graphics"	2007.06.28
1ABAAD	1ABE52	GFX	Y	"(96) PC, NPC and Enemy Graphics"	2007.06.28
1ABE53	1ABF4F	GFX	Y	"(97) PC, NPC and Enemy Graphics"	2007.06.28
1ABF50	1ABFF0	GFX	Y	"(98) PC, NPC and Enemy Graphics"	2007.06.28
1ABFF1	1AC1BD	GFX	Y	"(9D) PC, NPC and Enemy Graphics"	2007.06.28
1AC1BE	1AC266	GFX	Y	"(99) PC, NPC and Enemy Graphics"	2007.06.28
1AC267	1AC322	GFX	Y	"(9C) PC, NPC and Enemy Graphics"	2007.06.28
1AC323	1ACF28	GFX	Y	"(9E) PC, NPC and Enemy Graphics"	2007.06.28
1ACF29	1AD037	GFX	Y	"(9F) PC, NPC and Enemy Graphics"	2007.06.28
1AD038	1AD0C2	GFX	Y	"(A0) PC, NPC and Enemy Graphics"	2007.06.28
1AD0C3	1AD28B	GFX	Y	"(A8) PC, NPC and Enemy Graphics"	2007.06.28
1AD28C	1AD2B2	GFX	Y	"(AE) PC, NPC and Enemy Graphics"	2007.06.28
1AD2B3	1AD36F	GFX	Y	"(A9) PC, NPC and Enemy Graphics"	2007.06.28
1AD370	1AD6DD	GFX	Y	"(AF) PC, NPC and Enemy Graphics"	2007.06.28
1AD6DE	1AD806	GFX	Y	"(B2) PC, NPC and Enemy Graphics"	2007.06.28
1AD807	1AD859	GFX	Y	"(BA) PC, NPC and Enemy Graphics"	2007.06.28
1AD85A	1AD8A6	GFX	Y	"(BC) PC, NPC and Enemy Graphics"	2007.06.28
1AD8A7	1ADC27	GFX	Y	"(D3) PC, NPC and Enemy Graphics"	2007.06.28
1ADC28	1AE04D	GFX	Y	"(E2) PC, NPC and Enemy Graphics"	2007.06.28
1AE04E	1AE532	GFX	Y	"(A3) PC, NPC and Enemy Graphics"	2007.06.28
1AE533	1AE877	GFX	Y	"(E0) PC, NPC and Enemy Graphics"	2007.06.28
1AE878	1AF75A	GFX	Y	"(E1) PC, NPC and Enemy Graphics"	2007.06.28
1AF75B	1AF7AA	GFX	Y	"(E7) PC, NPC and Enemy Graphics"	2007.06.28
1AF7AB	1AF847	GFX	Y	"(E8) PC, NPC and Enemy Graphics"	2007.06.28
1AF848	1AFA68	GFX	Y	"(EA) PC, NPC and Enemy Graphics"	2007.06.28
1AFA69	1AFC28	GFX	Y	"(ED) PC, NPC and Enemy Graphics"	2007.06.28
1AFC29	1AFFFF	---	N	UNUSED SPACE (983 bytes)	2007.06.28
1B0000	1B00D0	EVENT	Y	(017) Location Event Data	2007.06.28
1B00D1	1B00F3	EVENT	Y	(018) Location Event Data	2007.06.28
1B00F4	1B01B1	EVENT	Y	(019) Location Event Data	2007.06.28
1B01B2	1B05D2	EVENT	Y	(01A) Location Event Data	2007.06.28
1B05D3	1B0C67	EVENT	Y	(01B) Location Event Data	2007.06.28
1B0C68	1B1563	EVENT	Y	(01C) Location Event Data	2007.06.28
1B1564	1B165D	EVENT	Y	(01D) Location Event Data	2007.06.28
1B165E	1B184F	EVENT	Y	(01E) Location Event Data	2007.06.28
1B1850	1B1EF1	EVENT	Y	(01F) Location Event Data	2007.06.28
1B1EF2	1B2191	EVENT	Y	(020) Location Event Data	2007.06.28
1B2192	1B2490	EVENT	Y	(021) Location Event Data	2007.06.28
1B2491	1B26EA	EVENT	Y	(022) Location Event Data	2007.06.28
1B26EB	1B295D	EVENT	Y	(023) Location Event Data	2007.06.28
1B295E	1B2A1C	EVENT	Y	(024) Location Event Data	2007.06.28
1B2A1D	1B2EFF	EVENT	Y	(025) Location Event Data	2007.06.28
1B2F00	1B31DD	EVENT	Y	(026) Location Event Data	2007.06.28
1B31DE	1B3460	EVENT	Y	(027) Location Event Data	2007.06.28
1B3461	1B3697	EVENT	Y	(028) Location Event Data	2007.06.28
1B3698	1B3E2C	EVENT	Y	(029) Location Event Data	2007.06.28
1B3E2D	1B426E	EVENT	Y	(02A) Location Event Data	2007.06.28
1B426F	1B435E	EVENT	Y	(02B) Location Event Data	2007.06.28
1B435F	1B4465	EVENT	Y	(02C) Location Event Data	2007.06.28
1B4466	1B44EB	EVENT	Y	(02D) Location Event Data	2007.06.28
1B44EC	1B45EE	EVENT	Y	(02E) Location Event Data	2007.06.28
1B45EF	1B47B9	EVENT	Y	(02F) Location Event Data	2007.06.28
1B47BA	1B4931	EVENT	Y	(030) Location Event Data	2007.06.28
1B4932	1B49FD	EVENT	Y	(031) Location Event Data	2007.06.28
1B49FE	1B4BA8	EVENT	Y	(032) Location Event Data	2007.06.28
1B4BA9	1B4F50	EVENT	Y	(033) Location Event Data	2007.06.28
1B4F51	1B510E	EVENT	Y	(034) Location Event Data	2007.06.28
1B510F	1B523A	EVENT	Y	(035) Location Event Data	2007.06.28
1B523B	1B53E4	EVENT	Y	(036) Location Event Data	2007.06.28
1B53E5	1B5495	EVENT	Y	(037) Location Event Data	2007.06.28
1B5496	1B562B	EVENT	Y	(038) Location Event Data	2007.06.28
1B562C	1B5A7B	EVENT	Y	(039) Location Event Data	2007.06.28
1B5A7C	1B5DFD	EVENT	Y	(03A) Location Event Data	2007.06.28
1B5DFE	1B5EB5	EVENT	Y	(03B) Location Event Data	2007.06.28
1B5EB6	1B601F	EVENT	Y	(03C) Location Event Data	2007.06.28
1B6020	1B6107	EVENT	Y	(03D) Location Event Data	2007.06.28
1B6108	1B63B7	EVENT	Y	(03E) Location Event Data	2007.06.28
1B63B8	1B646F	EVENT	Y	(03F) Location Event Data	2007.06.28
1B6470	1B6527	EVENT	Y	(040) Location Event Data	2007.06.28
1B6528	1B6692	EVENT	Y	(041) Location Event Data	2007.06.28
1B6693	1B67FD	EVENT	Y	(042) Location Event Data	2007.06.28
1B67FE	1B6A8C	EVENT	Y	(043) Location Event Data	2007.06.28
1B6A8D	1B6CF3	EVENT	Y	(044) Location Event Data	2007.06.28
1B6CF4	1B6E19	EVENT	Y	(045:046) Location Event Data	2007.06.28
1B6E1A	1B75F2	EVENT	Y	(047) Location Event Data	2007.06.28
1B75F3	1B7794	EVENT	Y	(048) Location Event Data	2007.06.28
1B7795	1B788A	EVENT	Y	(049) Location Event Data	2007.06.28
1B788B	1B7FEC	EVENT	Y	(04A) Location Event Data	2007.06.28
1B7FED	1B7FED	JUNK	N	(04B:051) Location Event Data - NO DATA	2007.06.28
1B7FEE	1BFFFF	---	N	UNUSED SPACE (32786 bytes)	2007.06.28
1C0000	1C27AF	SASM	N	(06) Sprite Assembly - Magus	2007.06.28
1C27B0	1C4E6F	SASM	N	(00) Sprite Assembly - Crono	2007.06.28
