FirstByte	LastByte	Type	Compressed	Description	Modified
1FA7B2	1FBE26	GFX	Y	(91) NPC and Enemy Graphics - Dalton	2007.06.28
1FBE27	1FBFC3	GFX	Y	(92) NPC and Enemy Graphics - Grinder (Dragon Tank part)	2007.06.28
1FBFC4	1FC297	GFX	Y	(93) NPC and Enemy Graphics - Tank Head (Dragon Tank part)	2007.06.28
1FC298	1FCE20	GFX	Y	(94) NPC and Enemy Graphics	2007.06.28
1FCE21	1FE9FA	GFX	Y	(9C) NPC and Enemy Graphics	2007.06.28
1FE9FB	1FFFFF	---	N	UNUSED SPACE (5637 bytes)	2007.06.28
200000	200EBC	GFX	Y	(AC) NPC and Enemy Graphics - Zombor lower half	2007.06.28
200EBD	202EDD	GFX	Y	(AD) NPC and Enemy Graphics - Zombor upper half	2007.06.28
201E2E	2021A3	GFX	Y	(AE) NPC and Enemy Graphics - Guardian (moving parts)	2007.06.28
2021A4	202572	GFX	Y	(A3) NPC and Enemy Graphics	2007.06.28
202573	203339	GFX	Y	(A4) NPC and Enemy Graphics	2007.06.28
20333A	20381E	GFX	Y	(A5) NPC and Enemy Graphics - Lavos eye	2007.06.28
20381F	2039D4	GFX	Y	(B3) NPC and Enemy Graphics	2007.06.28
2039D5	204369	GFX	Y	(B4) NPC and Enemy Graphics	2007.06.28
20436A	20613F	GFX	Y	(B8) NPC and Enemy Graphics - Cyrus' ghost	2007.06.28
206140	20834B	GFX	Y	(A8) NPC and Enemy Graphics - Slash	2007.06.28
20834C	20905C	GFX	Y	(B9) NPC and Enemy Graphics - Flea	2007.06.28
20905D	20946A	GFX	Y	(BA) NPC and Enemy Graphics - Turret	2007.06.28
20946B	209D60	GFX	Y	(BB) NPC and Enemy Graphics	2007.06.28
209D61	20B3E9	GFX	Y	(BC) NPC and Enemy Graphics	2007.06.28
20B3EA	20D411	GFX	Y	(C3) NPC and Enemy Graphics	2007.06.28
20D412	20DA8D	GFX	Y	(C4) NPC and Enemy Graphics	2007.06.28
20DA8E	20DC46	GFX	Y	(C8) NPC and Enemy Graphics	2007.06.28
20DC47	20FEB9	GFX	Y	(CE) NPC and Enemy Graphics	2007.06.28
20FEBA	21FFFF	---	N	UNUSED SPACE (65862 bytes)	2007.06.28
220000	220C5B	GFX	Y	(B3) Location Tiles 2E	2007.06.28
220C5C	221933	GFX	Y	(B4) Location Tiles 2E	2007.06.28
221934	222576	GFX	Y	(B5) Location Tiles 2E	2007.06.28
222577	2230F1	GFX	Y	(B6) Location Tiles 2E	2007.06.28
2230F2	223CEB	GFX	Y	(B7) Location Tiles 2E	2007.06.28
223CEC	223F9D	GFX	Y	(B8) Location Tiles 2E	2007.06.28
223F9E	224ABD	GFX	Y	(B9) Location Tiles 2D	2007.06.28
224ABE	225959	GFX	Y	(BA) Location Tiles 29	2007.06.28
22595A	226729	GFX	Y	(BB) Location Tiles 29	2007.06.28
22672A	227757	GFX	Y	(BC) Location Tiles 29 35	2007.06.28
227758	22853F	GFX	Y	(BD) Location Tiles 29	2007.06.29
228540	229452	GFX	Y	(BE) Location Tiles 29	2007.06.28
229453	22A27C	GFX	Y	(BF) Location Tiles 2C	2007.06.28
22A27D	22B051	GFX	Y	(C0) Location Tiles 2C	2007.06.28
22B052	22B2CD	GFX	Y	(C1) Location Tiles 2C	2007.06.28
22B2CE	22C062	GFX	Y	(C2) Location Tiles 30	2007.06.28
22C063	22D07E	GFX	Y	(C3) Location Tiles 30	2007.06.28
22D07F	22DC4C	GFX	Y	(C4) Location Tiles 30	2007.06.28
22DC4D	22E79D	GFX	Y	(C5) Location Tiles 30	2007.06.28
22E79E	22F5B2	GFX	Y	(C6) Location Tiles 30	2007.06.28
22F5B3	22FFFF	---	N	UNUSED SPACE (2637 bytes)	2007.06.28
230000	231067	SASM	N	(77) Sprite Assembly	2007.06.28
231068	231247	SASM	N	(78) Sprite Assembly	2007.06.28
231248	231BF7	SASM	N	(80) Sprite Assembly	2007.06.28
231BF8	232007	SASM	N	(86) Sprite Assembly	2007.06.28
232008	232D27	SASM	N	(85) Sprite Assembly	2007.06.28
232D28	2334A7	SASM	N	(81) Sprite Assembly	2007.06.28
2334A8	233D17	SASM	N	(87) Sprite Assembly	2007.06.28
233D18	233F97	SASM	N	(88) Sprite Assembly	2007.06.28
233F98	234447	SASM	N	(89) Sprite Assembly	2007.06.28
234448	2348A7	SASM	N	(8A) Sprite Assembly	2007.06.28
2348A8	2348F7	SASM	N	(8B) Sprite Assembly	2007.06.28
2348F8	2349BF	SASM	N	(8C) Sprite Assembly	2007.06.28
2349C0	234D7F	SASM	N	(8D) Sprite Assembly	2007.06.28
234D80	23513F	SASM	N	(8E) Sprite Assembly	2007.06.28
235140	235B3F	SASM	N	(94) Sprite Assembly	2007.06.28
235B40	23649F	SASM	N	(95) Sprite Assembly	2007.06.28
2364A0	236A67	SASM	N	(9D) Sprite Assembly	2007.06.28
236A68	2373C7	SASM	N	(9E) Sprite Assembly	2007.06.28
2373C8	238E07	SASM	N	(9F) Sprite Assembly	2007.06.28
238E08	238E57	SASM	N	(A0) Sprite Assembly	2007.06.28
238E58	239307	SASM	N	(A4) Sprite Assembly	2007.06.28
239308	239AFF	SASM	N	(A5) Sprite Assembly	2007.06.28
239B00	239BEF	SASM	N	(9A) Sprite Assembly	2007.06.28
239BF0	23A22F	SASM	N	(9B) Sprite Assembly	2007.06.28
23A230	23A45F	SASM	N	(9C) Sprite Assembly	2007.06.28
23A460	23A4AF	SASM	N	(AC) Sprite Assembly	2007.06.28
23A4B0	23A4FF	SASM	N	(AD) Sprite Assembly	2007.06.28
23A500	23A6DF	SASM	N	(AE) Sprite Assembly	2007.06.28
23A6E0	23A8BF	SASM	N	(AF) Sprite Assembly	2007.06.28
23A8C0	23A937	SASM	N	(B3) Sprite Assembly	2007.06.28
23A938	23B297	SASM	N	(B4) Sprite Assembly	2007.06.28
23B298	23B797	SASM	N	(B5) Sprite Assembly	2007.06.28
23B798	23B8D7	SASM	N	(B6) Sprite Assembly	2007.06.28
23B8D8	23BC47	SASM	N	(B7) Sprite Assembly	2007.06.28
23BC48	23C8EF	SASM	N	(B8) Sprite Assembly	2007.06.28
23C8F0	23CF57	SASM	N	(A7) Sprite Assembly	2007.06.28
23CF58	23D137	SASM	N	(A8) Sprite Assembly	2007.06.28
23D138	23FFFF	SASM	N	"(A6) Sprite Assembly *TODO: find end range, free space*"	2007.06.28
240000	2414B7	PAL	N	"PC, NPC and Enemy Palettes (24 colors/$18 bytes each)"	2007.06.28
2414B8	241FFF	---	N	UNUSED SPACE (2888 bytes)	2007.06.28
242000	2422FF	PTR	N	"Pointers to PC, NPC and Enemy Graphics (last 48 unused)"	2007.06.28
242300	2425FF	PTR	N	"Pointers to PC, NPC and Enemy Sprite Assembly"	2007.06.28
242600	2427FF	PTR	N	"Pointers to ? (local, first at 243000)"	2007.06.28
242800	2429FF	PTR	N	"Pointers to ? (local, first at 24A800)"	2007.06.28
242A00	242BB9	PTR	N	"Pointers to PC, NPC and Enemy Palettes"	2007.06.28
242BBA	242FFF	---	N	UNUSED SPACE (1094 bytes)	2007.06.28
243000					2007.06.28
24F000	24F022	DATA	N	PC Sprite Data (5 bytes each)	2007.06.28
24F023	24F522	DATA	N	NPC Sprite Data (5 bytes each)	2007.06.28
24F523	24F5FF	---		UNUSED SPACE (221 bytes)	2007.06.28
24F600	24FFFF	DATA	N	Enemy Sprite Data (10 bytes each)	2007.06.28
250000	250401	PTR	N	"Pointers to Location Exits (513 addresses, last 17 invalid)"	2007.06.28
250402	251692	DATA	N	Location Exits	2007.06.28
251693	251FFF	---	N	UNUSED SPACE (2413 bytes)	2007.06.28
252000	252285	GFX	Y	(00) Location Tiles	2007.06.28
252286	25257D	GFX	Y	(01) Location Tiles	2007.06.28
25257E	252875	GFX	Y	(02) Location Tiles	2007.06.28
252876	252AD7	GFX	Y	(03) Location Tiles	2007.06.28
252AD8	252DCF	GFX	Y	(04) Location Tiles	2007.06.28
252DD0	2532E3	GFX	Y	(05) Location Tiles	2007.06.28
2532E4	253779	GFX	Y	(06) Location Tiles	2007.06.28
25377A	253CDD	GFX	Y	(07) Location Tiles	2007.06.28
253CDE	2545FD	GFX	Y	(08) Location Tiles	2007.06.28
2545FE	254AAA	GFX	Y	(09) Location Tiles	2007.06.28
254AAB	254DA0	GFX	Y	(0A) Location Tiles	2007.06.28
254DA1	254F6E	GFX	Y	(0B) Location Tiles	2007.06.28
254F6F	25529B	GFX	Y	(0C) Location Tiles	2007.06.28
25529C	255A64	GFX	Y	(0D) Location Tiles	2007.06.28
255A65	255F6B	GFX	Y	(0E) Location Tiles	2007.06.28
255F6C	255FBD	GFX	Y	(0F) Location Tiles	2007.06.28
255FBE	25653C	GFX	Y	(10) Location Tiles	2007.06.28
25653D	256741	GFX	Y	(11) Location Tiles	2007.06.28
256742	256D9F	GFX	Y	(12) Location Tiles	2007.06.28
256DA0	258677	GFX	Y	(13) Location Tiles 0C 13 1C 21 23 34	2007.06.28
258678	258A16	GFX	Y	(14) Location Tiles 1F 22	2007.06.28
258A17	259C83	GFX	Y	(15) Location Tiles 04 05 06 09 0B 27 2A 2D	2007.06.28
259C84	25ABDF	GFX	Y	(16) Location Tiles 03 0A 12 18 2E 33	2007.06.28
25ABE0	25BDE7	GFX	Y	(17) Location Tiles 00 0D 0F 1B 26	2007.06.28
25BDE8	25CA4E	GFX	Y	(18) Location Tiles 26	2007.06.28
25CA4F	25D513	GFX	Y	(19) Location Tiles 04	2007.06.28
25D514	25E276	GFX	Y	(1A) Location Tiles 04 10 2A	2007.06.28
25E277	25F0A3	GFX	Y	(1B) Location Tiles 04 10 2A	2007.06.28
25F0A4	25FD9A	GFX	Y	(1C) Location Tiles 04 10 2A	2007.06.28
25FD9B	25FF86	GFX	Y	(1D) Location Tiles 01	2007.06.28
25FF87	25FFFF	---	N	UNUSED SPACE (121 bytes)	2007.06.28
260000	260C6D	GFX	Y	(1E) Location Tiles 04 2A	2007.06.28
260C6E	261403	GFX	Y	(1F) Location Tiles 05	2007.06.28
261404	261F83	GFX	Y	(20) Location Tiles - unused ???	2007.06.28
261F84	26287D	GFX	Y	(21) Location Tiles 05	2007.06.28
26287E	263499	GFX	Y	(22) Location Tiles 04 05	2007.06.28
26349A	26442D	GFX	Y	(23) Location Tiles 07	2007.06.28
26442E	2653CA	GFX	Y	(24) Location Tiles 07	2007.06.28
2653CB	26615E	GFX	Y	(25) Location Tiles 07	2007.06.28
26615F	266A06	GFX	Y	(26) Location Tiles 07	2007.06.28
266A07	267681	GFX	Y	(27) Location Tiles 07	2007.06.28
267682	268551	GFX	Y	(28) Location Tiles 08 0D 14 15 16 2B	2007.06.28
268552	2691F5	GFX	Y	(29) Location Tiles 08 0D 14 15 16 2B 2F	2007.06.28
2691F6	26A048	GFX	Y	(2A) Location Tiles 14 15 16 2B	2007.06.28
26A049	26ADF5	GFX	Y	(2B) Location Tiles 14	2007.06.28
26ADF6	26BCD2	GFX	Y	(2C) Location Tiles 14 2B	2007.06.28
26BCD3	26CA1D	GFX	Y	(2D) Location Tiles 0E 14 16 1B 2B	2007.06.28
26CA1E	26D968	GFX	Y	(2E) Location Tiles 08 28 2F	2007.06.28
26D969	26E8DE	GFX	Y	(2F) Location Tiles 08 28 2F	2007.06.28
26E8DF	26F583	GFX	Y	(30) Location Tiles 08 28	2007.06.28
26F584	26FB04	GFX	Y	(31) Location Tiles 1E 25	2007.06.28
26FB05	26FFFF	---	N	UNUSED SPACE (1275 bytes)	2007.06.28
270000	270C73	GFX	Y	(32) Location Tiles 09	2007.06.28
270C74	271911	GFX	Y	(33) Location Tiles 09	2007.06.28
271912	27224A	GFX	Y	(34) Location Tiles 06 09	2007.06.28
27224B	272D93	GFX	Y	(35) Location Tiles 06 09	2007.06.28
272D94	273B35	GFX	Y	(36) Location Tiles 09	2007.06.28
273B36	2748FE	GFX	Y	(37) Location Tiles 0B	2007.06.28
2748FF	27545E	GFX	Y	(38) Location Tiles 0B	2007.06.28
27545F	275FBA	GFX	Y	(39) Location Tiles 0B	2007.06.28
275FBB	276C33	GFX	Y	(3A) Location Tiles 09 0B	2007.06.28
276C34	277943	GFX	Y	(3B) Location Tiles 0F	2007.06.28
277944	278739	GFX	Y	(3C) Location Tiles 0F	2007.06.28
27873A	279564	GFX	Y	(3D) Location Tiles 0F	2007.06.28
279565	27A44D	GFX	Y	(3E) Location Tiles 06 27 2D	2007.06.28
27A44E	27B357	GFX	Y	(3F) Location Tiles 06 27 2D	2007.06.28
27B358	27C314	GFX	Y	(40) Location Tiles 06 27 2D	2007.06.28
27C315	27D170	GFX	Y	(41) Location Tiles 0C 13 2C 31 34 35	2007.06.28
27D171	27E02D	GFX	Y	(42) Location Tiles 0C 13 2C 31 34 35	2007.06.28
27E02E	27F0B2	GFX	Y	(43) Location Tiles 0C 13 31 34 35	2007.06.28
27F0B3	27FE08	GFX	Y	(44) Location Tiles 0C 13 31 34 35	2007.06.28
27FE09	27FFFF	---	N	UNUSED SPACE (503 bytes)	2007.06.28
280000	281016	GFX	Y	(45) Location Tiles 13 31	2007.06.28
281017	281B9D	GFX	Y	(46) Location Tiles 13	2007.06.28
281B9E	28298F	GFX	Y	(47) Location Tiles 0D	2007.06.28
282990	283745	GFX	Y	(48) Location Tiles 0D	2007.06.28
283746	2841A4	GFX	Y	(49) Location Tiles 0D	2007.06.28
2841A5	284DDA	GFX	Y	(4A) Location Tiles 03 0D	2007.06.28
284DDB	285D76	GFX	Y	(4B) Location Tiles 0E 1B	2007.06.28
285D77	286D28	GFX	Y	(4C) Location Tiles 0E	2007.06.28
286D29	287C54	GFX	Y	(4D) Location Tiles 0E 1B	2007.06.28
287C55	288B92	GFX	Y	(4E) Location Tiles 0E 1B	2007.06.28
288B93	289A7F	GFX	Y	(4F) Location Tiles 0E 16 1B	2007.06.28
289A80	28A711	GFX	Y	(50) Location Tiles 0A	2007.06.28
28A712	28B304	GFX	Y	(51) Location Tiles 0A	2007.06.28
28B305	28BEEB	GFX	Y	(52) Location Tiles 0A	2007.06.28
28BEEC	28CAE0	GFX	Y	(53) Location Tiles 2B 32	2007.06.28
28CAE1	28D7E0	GFX	Y	(54) Location Tiles 32	2007.06.28
28D7E1	28E713	GFX	Y	(55) Location Tiles 32	2007.06.28
28E714	28F5F7	GFX	Y	(56) Location Tiles 32	2007.06.28
28F5F8	28FFFF	---	N	UNUSED SPACE (2568 bytes)	2007.06.28
290000	290B57	GFX	Y	(57) Location Tiles 11	2007.06.28
290B58	291842	GFX	Y	(58) Location Tiles 11	2007.06.28
291843	292755	GFX	Y	(59) Location Tiles 11	2007.06.28
292756	293206	GFX	Y	(5A) Location Tiles 11	2007.06.28
293207	29404A	GFX	Y	(5B) Location Tiles 12 33	2007.06.28
29404B	294CC3	GFX	Y	(5C) Location Tiles 12 33	2007.06.28
294CC4	295A9E	GFX	Y	(5D) Location Tiles 12 33	2007.06.28
295A9F	296901	GFX	Y	(5E) Location Tiles 12 33	2007.06.28
296902	297586	GFX	Y	(5F) Location Tiles 12 33	2007.06.28
297587	298166	GFX	Y	(60) Location Tiles 20	2007.06.28
298167	298A42	GFX	Y	(61) Location Tiles 20	2007.06.28
298A43	2994E1	GFX	Y	(62) Location Tiles 20 24	2007.06.28
2994E2	299EF9	GFX	Y	(63) Location Tiles 20 24	2007.06.28
299EFA	29ABCD	GFX	Y	(64) Location Tiles 20 24	2007.06.28
29ABCE	29B6B8	GFX	Y	(65) Location Tiles 20 24	2007.06.28
29B6B9	29C57E	GFX	Y	(66) Location Tiles 2A 34	2007.06.28
29C57F	29D24B	GFX	Y	(67) Location Tiles 2A 34	2007.06.28
29D24C	29DCBF	GFX	Y	(68) Location Tiles 17	2007.06.28
29DCC0	29E6DF	GFX	Y	(69) Location Tiles 17	2007.06.28
29E6E0	29F29A	GFX	Y	(6A) Location Tiles 17	2007.06.28
29F29B	29FE9F	GFX	Y	(6B) Location Tiles 17	2007.06.28
29FEA0	29FFFF	---	N	UNUSED SPACE (352 bytes)	2007.06.28
2A0000	2A0E1E	GFX	Y	(6C) Location Tiles 17	2007.06.28
2A0E1F	2A1C09	GFX	Y	(6D) Location Tiles 18	2007.06.28
2A1C0A	2A28DC	GFX	Y	(6E) Location Tiles 18	2007.06.28
2A28DD	2A358D	GFX	Y	(6F) Location Tiles 18	2007.06.28
2A358E	2A3FAA	GFX	Y	(70) Location Tiles 18	2007.06.28
2A3FAB	2A4B40	GFX	Y	(71) Location Tiles 18	2007.06.28
2A4B41	2A5C53	GFX	Y	(72) Location Tiles 1A	2007.06.28
2A5C54	2A694C	GFX	Y	(73) Location Tiles 1A 27	2007.06.28
2A694D	2A738E	GFX	Y	(74) Location Tiles 1A 27	2007.06.28
2A738F	2A81E3	GFX	Y	(75) Location Tiles 23 24 25	2007.06.28
2A81E4	2A9088	GFX	Y	(76) Location Tiles 23 25	2007.06.28
2A9089	2A9E0F	GFX	Y	(77) Location Tiles 23	2007.06.28
2A9E10	2AA740	GFX	Y	(78) Location Tiles 23	2007.06.28
2AA741	2AB0D7	GFX	Y	(79) Location Tiles 28	2007.06.28
2AB0D8	2ABAD3	GFX	Y	(7A) Location Tiles 28	2007.06.28
2ABAD4	2AC603	GFX	Y	(7B) Location Tiles 28	2007.06.28
2AC604	2AD535	GFX	Y	(7C) Location Tiles 16	2007.06.28
2AD536	2ADD68	GFX	Y	(7D) Location Tiles 31	2007.06.28
2ADD69	2AE996	GFX	Y	(7E) Location Tiles 00	2007.06.28
2AE997	2AEB82	GFX	Y	(7F) Location Tiles 12 33	2007.06.28
2AEB83	2AFFFF	---	N	UNUSED SPACE (5245 bytes)	2007.06.28
2B0000	2B0C54	GFX	Y	(80) Location Tiles 00	2007.06.28
2B0C55	2B19F4	GFX	Y	(81) Location Tiles 00 01	2007.06.28
2B19F5	2B27C1	GFX	Y	(82) Location Tiles 00 01	2007.06.28
2B27C2	2B34BB	GFX	Y	(83) Location Tiles 00 01	2007.06.28
2B34BC	2B43A6	GFX	Y	(84) Location Tiles 00 01	2007.06.28
2B43A7	2B4FF6	GFX	Y	(85) Location Tiles 02	2007.06.28
2B4FF7	2B5B76	GFX	Y	(86) Location Tiles 02 05 26	2007.06.28
2B5B77	2B66CD	GFX	Y	(87) Location Tiles 02 26	2007.06.28
2B66CE	2B6F6B	GFX	Y	(88) Location Tiles 02 05 26	2007.06.28
2B6F6C	2B7AE2	GFX	Y	(89) Location Tiles 02 0B 26	2007.06.28
2B7AE3	2B86C3	GFX	Y	(8A) Location Tiles 02 05 0B 26	2007.06.28
2B86C4	2B9612	GFX	Y	(8B) Location Tiles 03	2007.06.28
2B9613	2BA51C	GFX	Y	(8C) Location Tiles 03	2007.06.28
2BA51D	2BB353	GFX	Y	(8D) Location Tiles 03	2007.06.28
2BB354	2BC08A	GFX	Y	(8E) Location Tiles 03	2007.06.28
2BC08B	2BCDF0	GFX	Y	(8F) Location Tiles 21	2007.06.28
2BCDF1	2BDB5D	GFX	Y	(90) Location Tiles 21	2007.06.28
2BDB5E	2BE8E6	GFX	Y	(91) Location Tiles 21	2007.06.28
2BE8E7	2BF494	GFX	Y	(92) Location Tiles 21	2007.06.28
2BF495	2BFA51	GFX	Y	(93) Location Tiles 1E 25	2007.06.28
2BFA52	2BFFFF	---	N	UNUSED SPACE (1454 bytes)	2007.06.28
2C0000	2C0E5C	GFX	Y	(94) Location Tiles 1C	2007.06.28
2C0E5D	2C1B71	GFX	Y	(95) Location Tiles 1C	2007.06.28
2C1B72	2C2785	GFX	Y	(96) Location Tiles 1C	2007.06.28
2C2786	2C36D5	GFX	Y	(97) Location Tiles 1C	2007.06.28
2C36D6	2C462D	GFX	Y	(98) Location Tiles 1C	2007.06.28
2C462E	2C51AD	GFX	Y	(99) Location Tiles 1D	2007.06.28
2C51AE	2C5F9D	GFX	Y	(9A) Location Tiles 1D	2007.06.28
2C5F9E	2C6B0C	GFX	Y	(9B) Location Tiles 1A 1D 22	2007.06.28
2C6B0D	2C7677	GFX	Y	(9C) Location Tiles 1E	2007.06.28
2C7678	2C82AD	GFX	Y	(9D) Location Tiles 1E	2007.06.28
2C82AE	2C8E42	GFX	Y	(9E) Location Tiles 1E 25	2007.06.28
2C8E43	2C98A0	GFX	Y	(9F) Location Tiles 1E 25	2007.06.28
2C98A1	2CA519	GFX	Y	(A0) Location Tiles 1F	2007.06.28
2CA51A	2CB219	GFX	Y	(A1) Location Tiles 1F	2007.06.28
2CB21A	2CB848	GFX	Y	(A2) Location Tiles 1F	2007.06.28
2CB849	2CC37D	GFX	Y	(A3) Location Tiles 22	2007.06.28
2CC37E	2CCD0A	GFX	Y	(A4) Location Tiles 22	2007.06.28
2CCD0B	2CD8CF	GFX	Y	(A5) Location Tiles 22	2007.06.28
2CD8D0	2CE13E	GFX	Y	(A6) Location Tiles 15 2F	2007.06.28
2CE13F	2CE983	GFX	Y	(A7) Location Tiles 15 2F	2007.06.28
2CE984	2CF33B	GFX	Y	(A8) Location Tiles 0A 15 2F	2007.06.28
2CF33C	2CF59A	GFX	Y	(A9) Location Tiles 07	2007.06.28
2CF59B	2CF786	GFX	Y	(AA) Location Tiles 17	2007.06.28
2CF787	2CFFFF	---	N	UNUSED SPACE (2169 bytes)	2007.06.28
2D0000	2D0DA5	TASM	Y	(00) Location Tile Assembly L12	2007.06.28
2D0DA6	2D13B5	TASM	Y	(01) Location Tile Assembly L12	2007.06.28
2D13B6	2D20BC	TASM	Y	(02) Location Tile Assembly L12	2007.06.28
2D20BD	2D2D27	TASM	Y	(03) Location Tile Assembly L12	2007.06.28
2D2D28	2D3B75	TASM	Y	(04) Location Tile Assembly L12	2007.06.28
2D3B76	2D4680	TASM	Y	(05) Location Tile Assembly L12	2007.06.28
2D4681	2D5275	TASM	Y	(06) Location Tile Assembly L12	2007.06.28
2D5276	2D5F09	TASM	Y	(07) Location Tile Assembly L12	2007.06.28
2D5F0A	2D6A56	TASM	Y	(08) Location Tile Assembly L12	2007.06.28
2D6A57	2D786A	TASM	Y	(09) Location Tile Assembly L12	2007.06.28
2D786B	2D8232	TASM	Y	(0A) Location Tile Assembly L12	2007.06.28
2D8233	2D8D9F	TASM	Y	(0B) Location Tile Assembly L12	2007.06.28
2D8DA0	2D9C93	TASM	Y	(0C) Location Tile Assembly L12	2007.06.28
2D9C94	2DA90E	TASM	Y	(0D) Location Tile Assembly L12	2007.06.28
2DA90F	2DB796	TASM	Y	(0E) Location Tile Assembly L12	2007.06.28
2DB797	2DC182	TASM	Y	(0F) Location Tile Assembly L12	2007.06.28
2DC183	2DC18A	TASM	Y	"(10) Location Tile Assembly L12 (empty, 1 $00 byte)"	2007.06.28
2DC18B	2DD126	TASM	Y	(11) Location Tile Assembly L12	2007.06.28
2DD127	2DDF9C	TASM	Y	(12) Location Tile Assembly L12	2007.06.28
2DDF9D	2DEE13	TASM	Y	(13) Location Tile Assembly L12	2007.06.28
2DEE14	2DFD88	TASM	Y	(14) Location Tile Assembly L12	2007.06.28
2DFD89	2DFFFF	---	N	UNUSED SPACE (631 bytes)	2007.06.28
2E0000	2E0DF7	TASM	Y	(15) Location Tile Assembly L12	2007.06.28
2E0DF8	2E1A31	TASM	Y	(16) Location Tile Assembly L12	2007.06.28
2E1A32	2E293A	TASM	Y	(17) Location Tile Assembly L12	2007.06.28
2E293B	2E36E1	TASM	Y	(18) Location Tile Assembly L12	2007.06.28
2E36E2	2E36E9	TASM	Y	"(19) Location Tile Assembly L12 (empty, 1 $00 byte)"	2007.06.28
2E36EA	2E3E79	TASM	Y	(1A) Location Tile Assembly L12	2007.06.28
2E3E7A	2E46EA	TASM	Y	(1B) Location Tile Assembly L12	2007.06.28
2E46EB	2E537F	TASM	Y	(1C) Location Tile Assembly L12	2007.06.28
2E5380	2E592C	TASM	Y	(1D) Location Tile Assembly L12	2007.06.28
2E592D	2E666B	TASM	Y	(1E) Location Tile Assembly L12	2007.06.28
2E666C	2E6EDF	TASM	Y	(1F) Location Tile Assembly L12	2007.06.28
2E6EE0	2E7853	TASM	Y	(20) Location Tile Assembly L12	2007.06.28
2E7854	2E86C8	TASM	Y	(21) Location Tile Assembly L12	2007.06.28
2E86C9	2E8FBB	TASM	Y	(22) Location Tile Assembly L12	2007.06.28
2E8FBC	2E9AE9	TASM	Y	(23) Location Tile Assembly L12	2007.06.28
2E9AEA	2EA0C6	TASM	Y	(24) Location Tile Assembly L12	2007.06.28
2EA0C7	2EA746	TASM	Y	(25) Location Tile Assembly L12	2007.06.28
2EA747	2EB320	TASM	Y	(26) Location Tile Assembly L12	2007.06.28
2EB321	2EBF63	TASM	Y	(27) Location Tile Assembly L12	2007.06.28
2EBF64	2EC5F0	TASM	Y	(28) Location Tile Assembly L12	2007.06.28
2EC5F1	2ED4EA	TASM	Y	(29) Location Tile Assembly L12	2007.06.28
2ED4EB	2EE1C5	TASM	Y	(2A) Location Tile Assembly L12	2007.06.28
2EE1C6	2EEFB1	TASM	Y	(2B) Location Tile Assembly L12	2007.06.28
2EEFB2	2EF9F4	TASM	Y	(2C) Location Tile Assembly L12	2007.06.28
2EF9F5	2EFFFF	---	N	UNUSED SPACE (1547 bytes)	2007.06.28
2F0000	2F06B1	TASM	Y	(2D) Location Tile Assembly L12	2007.06.28
2F06B2	2F12B3	TASM	Y	(2E) Location Tile Assembly L12	2007.06.28
2F12B4	2F1E87	TASM	Y	(2F) Location Tile Assembly L12	2007.06.28
2F1E88	2F2962	TASM	Y	(30) Location Tile Assembly L12	2007.06.28
2F2963	2F3624	TASM	Y	(31) Location Tile Assembly L12	2007.06.28
2F3625	2F42F9	TASM	Y	(32) Location Tile Assembly L12	2007.06.28
2F42FA	2F4E99	TASM	Y	(33) Location Tile Assembly L12	2007.06.28
2F4E9A	2F5CAD	TASM	Y	(34) Location Tile Assembly L12	2007.06.28
2F5CAE	2F6A19	TASM	Y	(35) Location Tile Assembly L12	2007.06.28
2F6A1A	2F6A21	TASM	Y	"(36) Location Tile Assembly L12 (empty, 1 $00 byte)"	2007.06.28
2F6A22	2F6A29	TASM	Y	"(37) Location Tile Assembly L12 (empty, 1 $00 byte)"	2007.06.28
2F6A2A	2F6A31	TASM	Y	"(38) Location Tile Assembly L12 (empty, 1 $00 byte)"	2007.06.28
2F6A32	2F6A39	TASM	Y	"(39) Location Tile Assembly L12 (empty, 1 $00 byte)"	2007.06.28
2F6A3A	2F6A41	TASM	Y	"(3A) Location Tile Assembly L12 (empty, 1 $00 byte)"	2007.06.28
2F6A42	2F6A49	TASM	Y	"(3B) Location Tile Assembly L12 (empty, 1 $00 byte)"	2007.06.28
2F6A4A	2F6A51	TASM	Y	"(3C) Location Tile Assembly L12 (empty, 1 $00 byte)"	2007.06.28
2F6A52	2F6A59	TASM	Y	"(3D) Location Tile Assembly L12 (empty, 1 $00 byte)"	2007.06.28
2F6A5A	2F6A61	TASM	Y	"(3E) Location Tile Assembly L12 (empty, 1 $00 byte)"	2007.06.28
2F6A62	2F6A69	TASM	Y	"(3F) Location Tile Assembly L12 (empty, 1 $00 byte)"	2007.06.28
2F6A6A	2F6BD5	TASM	Y	(00) Location Tile Assembly L3	2007.06.28
2F6BD6	2F6D3B	TASM	Y	(01) Location Tile Assembly L3	2007.06.28
2F6D3C	2F6EA1	TASM	Y	(02) Location Tile Assembly L3	2007.06.28
2F6EA2	2F6FD5	TASM	Y	(03) Location Tile Assembly L3	2007.06.28
2F6FD6	2F7148	TASM	Y	(04) Location Tile Assembly L3	2007.06.28
2F7149	2F733A	TASM	Y	(05) Location Tile Assembly L3	2007.06.28
2F733B	2F74FF	TASM	Y	(06) Location Tile Assembly L3	2007.06.28
2F7500	2F77FB	TASM	Y	(07) Location Tile Assembly L3	2007.06.28
