FirstByte	LastByte	Type	Compressed	Description	Modified
1DE538	1DE8CF	SASM	N	(16) Sprite Assembly	2007.06.29
1DE8D0	1DEDA7	SASM	N	(18) Sprite Assembly	2007.06.29
1DEDA8	1DF0EF	SASM	N	(19) Sprite Assembly	2007.06.29
1DF0F0	1DF3BF	SASM	N	(0F) Sprite Assembly	2007.06.29
1DF3C0	1DF40F	SASM	N	(CB) Sprite Assembly	2007.06.29
1DF410	1DF617	SASM	N	(CC) Sprite Assembly	2007.06.29
1DF618	1DF667	SASM	N	(CD) Sprite Assembly	2007.06.29
1DF668	1DFA27	SASM	N	(D1) Sprite Assembly	2007.06.29
1DFA28	1DFC07	SASM	N	(D2) Sprite Assembly	2007.06.29
1DFC08	1DFD47	SASM	N	"(D3) Sprite Assembly - Boss Orb, Son of Sun"	2007.06.29
1DFD48	1DFFFF	---	N	UNUSED SPACE (696 bytes)	2007.06.29
1E0000	1E27D7	SASM	N	(05) Sprite Assembly - Ayla	2007.06.29
1E27D8	1E2B47	SASM	N	(20) Sprite Assembly	2007.06.29
1E2B48	1E2EDF	SASM	N	(1B) Sprite Assembly - Schala	2007.06.29
1E2EE0	1E3137	SASM	N	(1C) Sprite Assembly	2007.06.29
1E3138	1E3457	SASM	N	(1D) Sprite Assembly	2007.06.29
1E3458	1E3637	SASM	N	(1E) Sprite Assembly	2007.06.29
1E3638	1E3777	SASM	N	(1F) Sprite Assembly	2007.06.29
1E3778	1E3817	SASM	N	(7B) Sprite Assembly	2007.06.29
1E3818	1E388F	SASM	N	(57) Sprite Assembly	2007.06.29
1E3890	1E3907	SASM	N	(58) Sprite Assembly	2007.06.29
1E3908	1E39A7	SASM	N	(59) Sprite Assembly	2007.06.29
1E39A8	1E2A1F	SASM	N	(5A) Sprite Assembly	2007.06.29
1E3A20	1E3A97	SASM	N	(5B) Sprite Assembly	2007.06.29
1E3A98	1E3B5F	SASM	N	(5C) Sprite Assembly	2007.06.29
1E3B60	1E3BD7	SASM	N	(5D) Sprite Assembly	2007.06.29
1E3BD8	1E3C27	SASM	N	(5E) Sprite Assembly	2007.06.29
1E3C28	1E3C77	SASM	N	(5F) Sprite Assembly	2007.06.29
1E3C78	1E3CC7	SASM	N	(60) Sprite Assembly	2007.06.29
1E3CC8	1E3D8F	SASM	N	(61) Sprite Assembly	2007.06.29
1E3D90	1E3E2F	SASM	N	(62) Sprite Assembly	2007.06.29
1E3E30	1E3EA7	SASM	N	(63) Sprite Assembly	2007.06.29
1E3EA8	1E3F1F	SASM	N	(AC) Sprite Assembly	2007.06.29
1E3F20	1E3F97	SASM	N	(64) Sprite Assembly	2007.06.29
1E3F98	1E400F	SASM	N	(65) Sprite Assembly	2007.06.29
1E4010	1E40D7	SASM	N	(66) Sprite Assembly	2007.06.29
1E40D8	1E414F	SASM	N	(67) Sprite Assembly	2007.06.29
1E4150	1E41C7	SASM	N	(68) Sprite Assembly	2007.06.29
1E41C8	1E423F	SASM	N	(69) Sprite Assembly	2007.06.29
1E4240	1E4307	SASM	N	(6A) Sprite Assembly	2007.06.29
1E4308	1E43F7	SASM	N	(6B) Sprite Assembly	2007.06.29
1E43F8	1E4497	SASM	N	(6C) Sprite Assembly	2007.06.29
1E4498	1E4627	SASM	N	(29) Sprite Assembly	2007.06.29
1E4628	1E4677	SASM	N	(6E) Sprite Assembly	2007.06.29
1E4678	1E47B7	SASM	N	(6F) Sprite Assembly	2007.06.29
1E47B8	1E482F	SASM	N	(70) Sprite Assembly	2007.06.29
1E4830	1E487F	SASM	N	(71) Sprite Assembly	2007.06.29
1E4880	1E48CF	SASM	N	(72) Sprite Assembly	2007.06.29
1E48D0	1E4947	SASM	N	(73) Sprite Assembly	2007.06.29
1E4948	1E4A5F	SASM	N	(74) Sprite Assembly	2007.06.29
1E4A60	1E4AFF	SASM	N	(75) Sprite Assembly	2007.06.29
1E4B00	1E4DF7	SASM	N	(78) Sprite Assembly	2007.06.29
1E4DF8	1E5077	SASM	N	(2A) Sprite Assembly	2007.06.29
1E5078	1E54D7	SASM	N	(2B) Sprite Assembly	2007.06.29
1E54D8	1E5B67	SASM	N	(27) Sprite Assembly	2007.06.29
1E5B68	1E5D47	SASM	N	(28) Sprite Assembly	2007.06.29
1E5D48	1E630F	SASM	N	(26) Sprite Assembly	2007.06.29
1E6310	1E685F	SASM	N	(7C) Sprite Assembly	2007.06.29
1E6860	1E70CF	SASM	N	(25) Sprite Assembly	2007.06.29
1E70D0	1E711F	SASM	N	(6D) Sprite Assembly	2007.06.29
1E7120	1E7417	SASM	N	(7D) Sprite Assembly	2007.06.29
1E7418	1E7557	SASM	N	(7E) Sprite Assembly	2007.06.29
1E7558	1E842F	SASM	N	(81) Sprite Assembly	2007.06.29
1E8430	1E85BF	SASM	N	(83) Sprite Assembly	2007.06.29
1E85C0	1E8817	SASM	N	(82) Sprite Assembly	2007.06.29
1E8818	1E8BFF	SASM	N	(1A) Sprite Assembly	2007.06.29
1E8C00	1E8D3F	SASM	N	(8E) Sprite Assembly	2007.06.29
1E8D40	1E900F	SASM	N	(8F) Sprite Assembly	2007.06.29
1E9010	1E90FF	SASM	N	(90) Sprite Assembly	2007.06.29
1E9100	1E9177	SASM	N	(91) Sprite Assembly	2007.06.29
1E9178	1E91C7	SASM	N	(92) Sprite Assembly	2007.06.29
1E91C8	1E923F	SASM	N	(95) Sprite Assembly	2007.06.29
1E9240	1E928F	SASM	N	(96) Sprite Assembly	2007.06.29
1E9290	1E969F	SASM	N	(97) Sprite Assembly	2007.06.29
1E96A0	1E987F	SASM	N	(98) Sprite Assembly	2007.06.29
1E9880	1E9AD7	SASM	N	(A0) Sprite Assembly	2007.06.29
1E9AD8	1E9C17	SASM	N	(A1) Sprite Assembly	2007.06.29
1E9C18	1E9C8F	SASM	N	(A2) Sprite Assembly	2007.06.29
1E9C90	1E9CDF	SASM	N	(A8) Sprite Assembly	2007.06.29
1E9CE0	1E9DCF	SASM	N	(A9) Sprite Assembly	2007.06.29
1E9DD0	1E9E1F	SASM	N	(AE) Sprite Assembly	2007.06.29
1E9E20	1E9F5F	SASM	N	(AF) Sprite Assembly	2007.06.29
1E9F60	1EA09F	SASM	N	(B0) Sprite Assembly	2007.06.29
1EA0A0	1EA1DF	SASM	N	(B7) Sprite Assembly	2007.06.29
1EA1E0	1EA3E7	SASM	N	(B8) Sprite Assembly	2007.06.29
1EA3E8	1EA4D7	SASM	N	(B9) Sprite Assembly	2007.06.29
1EA4D8	1EA527	SASM	N	(BA) Sprite Assembly	2007.06.29
1EA528	1EA667	SASM	N	(BB) Sprite Assembly	2007.06.29
1EA668	1EA987	SASM	N	(BC) Sprite Assembly	2007.06.29
1EA988	1EAA27	SASM	N	(BD) Sprite Assembly	2007.06.29
1EAA28	1EAB17	SASM	N	(BE) Sprite Assembly	2007.06.29
1EAB18	1EAE5F	SASM	N	(BF) Sprite Assembly	2007.06.29
1EAE60	1EAED7	SASM	N	(C0) Sprite Assembly	2007.06.29
1EAED8	1EAF27	SASM	N	(C1) Sprite Assembly	2007.06.29
1EAF28	1EAF77	SASM	N	(C2) Sprite Assembly	2007.06.29
1EAF78	1EAFC7	SASM	N	(C3) Sprite Assembly	2007.06.29
1EAFC8	1EB067	SASM	N	(C4) Sprite Assembly	2007.06.29
1EB068	1EB0B7	SASM	N	(C5) Sprite Assembly	2007.06.29
1EB0B8	1EB107	SASM	N	(D5) Sprite Assembly	2007.06.29
1EB108	1EB21F	SASM	N	(D6) Sprite Assembly	2007.06.29
1EB220	1EB35F	SASM	N	(D4) Sprite Assembly	2007.06.29
1EB360	1EB3FF	SASM	N	(DA) Sprite Assembly	2007.06.29
1EB400	1EB4EF	SASM	N	(DD) Sprite Assembly	2007.06.29
1EB4F0	1EB99F	SASM	N	(DE) Sprite Assembly	2007.06.29
1EB9A0	1EBA17	SASM	N	(E1) Sprite Assembly	2007.06.29
1EBA18	1EBA67	SASM	N	(E2) Sprite Assembly	2007.06.29
1EBA68	1EBDD7	SASM	N	(E3) Sprite Assembly	2007.06.29
1EBDD8	1EBE4F	SASM	N	(E4) Sprite Assembly	2007.06.29
1EBE50	1EBF3F	SASM	N	(E5) Sprite Assembly	2007.06.29
1EBF40	1EBF8F	SASM	N	(E6) Sprite Assembly	2007.06.29
1EBF90	1EBFFF	---	N	UNUSED SPACE (112 bytes)	2007.06.29
1EC000	1EC175	PTR	N	"Pointers to dialogue (local, starts at 1EC176)"	2004.06.21
1EC176	1EE2FF	TXT	N	Dialogue (Huffman compressed)	2003.05.23
1EE300	1EE421	PTR	N	"Pointers to dialogue (local, starts at 1EE422)"	2004.06.21
1EE422	1EF9FF	TXT	N	Dialogue (Huffman compressed)	2003.05.22
1EFA00	1EFAFF	PTR	N	"Pointers to Huffman substrings (local, starts at 1EFB00, 128 addresses)"	2004.06.21
1EFB00	1EFEFF	TXT	N	Huffman substrings used for text	2003.05.22
1EFF00	1EFF09	PTR	N	"Pointers to treasure text (local, starts at 1EFF0A, 5 addresses) (unused)"	2004.07.26
1EFF0A	1EFFFF	TXT	N	"Treasure Text (""Got 1 Mop!"") (unused)"	2004.07.26
1F0000	1F2032	GFX	Y	"(7B) PC, NPC and Enemy Graphics"	2007.06.29
1F2033	1F2922	GFX	Y	"(7C) PC, NPC and Enemy Graphics"	2007.06.29
1F2923	1F4463	GFX	Y	"(85) PC, NPC and Enemy Graphics"	2007.06.29
1F4464	1F6612	GFX	Y	"(8B) PC, NPC and Enemy Graphics"	2007.06.29
1F6613	1F853A	GFX	Y	"(8C) PC, NPC and Enemy Graphics"	2007.06.29
1F853B	1F9670	GFX	Y	"(8D) PC, NPC and Enemy Graphics"	2007.06.29
1F9671	1FA7FF	GFX	Y	"(8E) PC, NPC and Enemy Graphics"	2007.06.29
1FA800	1FBE58	GFX	Y	"(8F) PC, NPC and Enemy Graphics"	2007.06.29
1FBE59	1FBFF5	GFX	Y	"(90) PC, NPC and Enemy Graphics"	2007.06.29
1FBFF6	1FC2C9	GFX	Y	"(91) PC, NPC and Enemy Graphics"	2007.06.29
1FC2CA	1FCE52	GFX	Y	"(92) PC, NPC and Enemy Graphics"	2007.06.29
1FCE53	1FEA2C	GFX	Y	"(9A) PC, NPC and Enemy Graphics"	2007.06.29
1FEA2D	1FF75C	GFX	Y	"(B6) PC, NPC and Enemy Graphics"	2007.06.29
1FF75D	1FF912	GFX	Y	"(B0) PC, NPC and Enemy Graphics"	2007.06.29
1FF913	1FFB30	GFX	Y	"(DF) PC, NPC and Enemy Graphics"	2007.06.29
1FFB31	1FFF74	GFX	Y	"(B7) PC, NPC and Enemy Graphics"	2007.06.29
1FFF75	1FFFFF	---	N	UNUSED SPACE (139 bytes)	2007.06.29
200000	200EBC	GFX	Y	"(AA) PC, NPC and Enemy Graphics"	2007.06.29
200EBD	201E2D	GFX	Y	"(AB) PC, NPC and Enemy Graphics"	2007.06.29
201E2E	202187	GFX	Y	"(AC) PC, NPC and Enemy Graphics"	2007.06.29
202188	202564	GFX	Y	"(A1) PC, NPC and Enemy Graphics"	2007.06.29
202565	20332B	GFX	Y	"(A2) PC, NPC and Enemy Graphics"	2007.06.29
20332C	2034E1	JUNK	Y	Duplicate 1FF75D-1FF912 (B0)	2007.06.29
2034E2	203E6E	GFX	Y	"(B1) PC, NPC and Enemy Graphics"	2007.06.29
203E6F	2060EC	GFX	Y	"(B5) PC, NPC and Enemy Graphics"	2007.06.29
2060ED	20847D	GFX	Y	"(A6) PC, NPC and Enemy Graphics"	2007.06.29
20847E	208D73	GFX	Y	"(B8) PC, NPC and Enemy Graphics"	2007.06.29
208D74	20A3FC	GFX	Y	"(B9) PC, NPC and Enemy Graphics"	2007.06.29
20A3FD	20CECB	GFX	Y	"(C0) PC, NPC and Enemy Graphics"	2007.06.29
20CECC	20D084	GFX	Y	"(C5) PC, NPC and Enemy Graphics"	2007.06.29
20D085	20F359	GFX	Y	"(CB) PC, NPC and Enemy Graphics"	2007.06.29
20F35A	20FD92	GFX	Y	"(D8) PC, NPC and Enemy Graphics"	2007.06.29
20FD93	20FF4B	JUNK	Y	Duplicate 20CECC-20D084 (C5)	2007.06.29
20FF4C	20FFFF	---	N	UNUSED SPACE (180 bytes)	2007.06.29
210000	2100A9	GFX	Y	"(E5) PC, NPC and Enemy Graphics"	2007.06.29
2100AA	2125D7	GFX	Y	"(D0) PC, NPC and Enemy Graphics"	2007.06.29
2125D8	214AF6	GFX	Y	"(D1) PC, NPC and Enemy Graphics"	2007.06.29
214AF7	219318	GFX	Y	"(D6) PC, NPC and Enemy Graphics"	2007.06.29
219319	219994	GFX	Y	"(C1) PC, NPC and Enemy Graphics"	2007.06.29
219995	21B7AB	GFX	Y	"(22) PC, NPC and Enemy Graphics"	2007.06.29
21B7AC	21BF3D	GFX	Y	"(D5) PC, NPC and Enemy Graphics"	2007.06.29
21BF3E	21C12E	GFX	Y	"(D9) PC, NPC and Enemy Graphics"	2007.06.29
21C12F	21C4D8	GFX	Y	"(DB) PC, NPC and Enemy Graphics"	2007.06.29
21C4D9	21C711	GFX	Y	"(DC) PC, NPC and Enemy Graphics"	2007.06.29
21C712	21D320	GFX	Y	"(E9) PC, NPC and Enemy Graphics"	2007.06.29
21D321	21DDB1	GFX	Y	"(EB) PC, NPC and Enemy Graphics"	2007.06.29
21DDB2	21DDFF	---	N	UNUSED SPACE (78 bytes)	2007.06.29
21DE00	21DE2B	DATA	N	"Enemy special settings, 4 bytes each, 10 enemies"	2008.07.30
21DE2C	21DE7F	---	N	UNUSED SPACE (84 bytes)	2007.08.15
21DE80	21DF7F	DATA	N	"Enemy name in target window on/off, 1 byte each, $01 = off"	2006.12.20
21DF80	21DFFF	---	N	UNUSED SPACE (128 bytes)	2007.06.29
21E000	21F517	SASM	N	(D0) Sprite Assembly - Lavos Core	2007.06.29
21F518	21FFFF	---	N	UNUSED SPACE (2792 bytes)	2007.06.29
220000	220C1D	GFX	Y	(B5) Location Tiles	2007.06.29
220C1E	2217E9	GFX	Y	(B6) Location Tiles	2007.06.29
2217EA	222581	GFX	Y	(B7) Location Tiles	2007.06.29
222582	223403	GFX	Y	(B8) Location Tiles	2007.06.29
223404	224078	GFX	Y	(B9) Location Tiles	2007.06.29
224079	224B98	GFX	Y	(BA) Location Tiles	2007.06.29
224B99	225844	GFX	Y	(BB) Location Tiles	2007.06.29
225845	2266E0	GFX	Y	(BC) Location Tiles	2007.06.29
2266E1	2274B0	GFX	Y	(BD) Location Tiles	2007.06.29
2274B1	2284DE	GFX	Y	(BE) Location Tiles	2007.06.29
2284DF	2292C6	GFX	Y	(BF) Location Tiles	2007.06.29
2292C7	22A1D9	GFX	Y	(C0) Location Tiles	2007.06.29
22A1DA	22B003	GFX	Y	(C1) Location Tiles	2007.06.29
22B004	22BDD8	GFX	Y	(C2) Location Tiles	2007.06.29
22BDD9	22CB39	GFX	Y	(C3) Location Tiles	2007.06.29
22CB3A	22D737	GFX	Y	(C4) Location Tiles	2007.06.29
22D738	22E753	GFX	Y	(C5) Location Tiles	2007.06.29
22E754	22F261	GFX	Y	(C6) Location Tiles	2007.06.29
22F262	22FE45	GFX	Y	(C7) Location Tiles	2007.06.29
22FE46	22FFFF	---	N	UNUSED SPACE (442 bytes)	2007.06.29
230000	231067	SASM	N	(76) Sprite Assembly	2007.06.29
231068	231247	SASM	N	(77) Sprite Assembly	2007.06.29
231248	231BF7	SASM	N	(7F) Sprite Assembly	2007.06.29
231BF8	232007	SASM	N	(85) Sprite Assembly	2007.06.29
232008	232D27	SASM	N	(84) Sprite Assembly	2007.06.29
232D28	233597	SASM	N	(86) Sprite Assembly	2007.06.29
233598	2338B7	SASM	N	(87) Sprite Assembly	2007.06.29
2338B8	233D67	SASM	N	(88) Sprite Assembly	2007.06.29
233D68	2341C7	SASM	N	(89) Sprite Assembly	2007.06.29
2341C8	234217	SASM	N	(8A) Sprite Assembly	2007.06.29
234218	2342DF	SASM	N	(8B) Sprite Assembly	2007.06.29
2342E0	23469F	SASM	N	(8C) Sprite Assembly	2007.06.29
2346A0	234A5F	SASM	N	(8D) Sprite Assembly	2007.06.29
234A60	23545F	SASM	N	(93) Sprite Assembly	2007.06.29
235460	235DBF	SASM	N	(94) Sprite Assembly	2007.06.29
235DC0	236387	SASM	N	(9C) Sprite Assembly	2007.06.29
236388	236CE7	SASM	N	(9D) Sprite Assembly	2007.06.29
236CE8	2387C7	SASM	N	(9E) Sprite Assembly	2007.06.29
2387C8	238817	SASM	N	(9F) Sprite Assembly	2007.06.29
238818	238CC7	SASM	N	(A3) Sprite Assembly	2007.06.29
238CC8	239357	SASM	N	(A4) Sprite Assembly	2007.06.29
239358	239447	SASM	N	(99) Sprite Assembly	2007.06.29
239448	239A87	SASM	N	(9A) Sprite Assembly	2007.06.29
239A88	239CB7	SASM	N	(9B) Sprite Assembly	2007.06.29
239CB8	239D07	SASM	N	(AB) Sprite Assembly	2007.06.29
239D08	239EE7	SASM	N	(AD) Sprite Assembly	2007.06.29
239EE8	239F5F	SASM	N	(B1) Sprite Assembly	2007.06.29
239F60	23A937	SASM	N	(B2) Sprite Assembly	2007.06.29
23A938	23AE37	SASM	N	(B3) Sprite Assembly	2007.06.29
23AE38	23AF77	SASM	N	(B4) Sprite Assembly	2007.06.29
23AF78	23B2E7	SASM	N	(B5) Sprite Assembly	2007.06.29
23B2E8	23BF8F	SASM	N	(B6) Sprite Assembly	2007.06.29
23BF90	23C8EF	SASM	N	(A6) Sprite Assembly	2007.06.29
23C8F0	23CACF	SASM	N	(A7) Sprite Assembly	2007.06.29
23CAD0	23CB97	SASM	N	(A5) Sprite Assembly	2007.06.29
23CB98	23CC0F	SASM	N	(C6) Sprite Assembly	2007.06.29
23CC10	23CD4F	SASM	N	(C7) Sprite Assembly	2007.06.29
23CD50	23CE8F	SASM	N	(C8) Sprite Assembly	2007.06.29
23CE90	23D42F	SASM	N	(C9) Sprite Assembly	2007.06.29
23D430	23D9CF	SASM	N	(CA) Sprite Assembly	2007.06.29
23D9D0	23DD8F	SASM	N	(17) Sprite Assembly	2007.06.29
23DD90	23DE7F	SASM	N	(CE) Sprite Assembly	2007.06.29
23DE80	23FD1F	SASM	N	(CF) Sprite Assembly	2007.06.29
23DF20	23DF97	SASM	N	(D7) Sprite Assembly	2007.06.29
23DF98	23E127	SASM	N	(80) Sprite Assembly	2007.06.29
23E128	23E857	SASM	N	(AA) Sprite Assembly	2007.06.29
23E858	23E8A7	SASM	N	(D8) Sprite Assembly	2007.06.29
23E8A8	23EB27	SASM	N	(D9) Sprite Assembly	2007.06.29
23EB28	23ED07	SASM	N	(DC) Sprite Assembly	2007.06.29
23ED08	23ED7F	SASM	N	(DF) Sprite Assembly	2007.06.29
23ED80	23F13F	SASM	N	(E0) Sprite Assembly	2007.06.29
23F140	23F8BF	SASM	N	(32) Sprite Assembly - Octorider	2007.06.29
23F8C0	23FFFF	---	N	UNUSED SPACE (1856 bytes)	2007.06.29
240000	2417B7	PAL	N	"Character, NPC, Enemy palettes (12 colors each)"	2003.07.08
2417B8	241FFF	---	N	UNUSED SPACE (2120 bytes)	2003.07.08
242000	242014	PTR	N	Pointers to character graphics	2003.05.01
242015	2422E7	PTR	N	Pointers to npc and monster graphics	2003.07.07
2422E8	2422FF	---	N	UNUSED SPACE (24 bytes)	2007.06.12
242300	2425B4	PTR	N	Pointers to character sprite assembly (first at 1C27B0)	2007.08.15
2425B5	2425FF	---	N	UNUSED SPACE (75 bytes)	2003.07.07
242600	242783	PTR	N	"Pointers to character animations (?) (local, first at 243000)"	2004.06.21
242784	2427FF	---	N	UNUSED SPACE (124 bytes)	2003.07.07
242800	242983	PTR	N	"Pointers to unconfirmed animation data (local, first at 24A800)"	2004.06.21
242984	2429FF	---	N	UNUSED SPACE (124 bytes)	2003.07.07
242A00	242BF9	PTR	N	"Pointers to Character, NPC, Enemy palettes (local, first at 240000)"	2004.06.21
242BFA	242FFF	---	N	UNUSED SPACE (1030 bytes)	2003.07.07
243000	24A5FF	ANI	N	Character animation data	2003.07.07
24A600	24A7FF	---	N	UNUSED SPACE (512 bytes)	2003.07.07
24A800	24CC5F	ANI	N	Uncomfirmed animation data	2003.07.07
24CC60	24EFFF	---	N	UNUSED SPACE (9120 bytes)	2003.12.16
24F000	24F022	DATA	N	PC sprite data (5 bytes each)	2004.04.01
24F023	24F522	DATA	N	NPC sprite data (5 bytes each)	2004.04.01
24F523	24F5FF	---	N	UNUSED SPACE (221 bytes)	2004.04.01
24F600	24FFD7	DATA	N	"Enemy sprite data (10 bytes each, range $00-FB)"	2007.08.15
24FFD8			N		2007.08.15
24FFE0	24FFE1	PTR	N	"Pointer to PC, NPC and Enemy graphics pointer table (local)"	2007.08.15
24FFE2	24FFE3	PTR	N	Pointer to character sprite assembly pointer table (local)	2007.08.15
24FFE4	24FFE5	PTR	N	Pointer to character animations (?) pointer table (local)	2007.08.15
24FFE6	24FFE7	PTR	N	Pointer to unconfirmed animation data pointer table (local)	2007.08.15
24FFE8	24FFE9	PTR	N	"Pointer to PC, NPC, and Enemy palettes pointer table (local)"	2007.08.15
24FFEA	24FFEB	PTR	N	Pointer to character animation data (local)	2007.08.15
24FFEC	24FFED	PTR	N	Pointer to unconfirmed animation data (local)	2007.08.15
24FFEE			N		2007.08.15
250000	250401	PTR	N	Pointers to Location exit data (last 17 invalid)	2004.04.01
250402	251A43	DATA	N	Location exit data	2004.04.01
251A44	251FFF	---	N	UNUSED SPACE (1468 bytes)	2004.04.01
252000	252361	GFX	Y	(00) Location Tiles	2007.06.29
252362	2526B8	GFX	Y	(01) Location Tiles	2007.06.29
2526B9	252A1A	GFX	Y	(02) Location Tiles	2007.06.29
252A1B	252D12	GFX	Y	(03) Location Tiles	2007.06.29
252D13	253226	GFX	Y	(04) Location Tiles	2007.06.29
253227	2536BC	GFX	Y	(05) Location Tiles	2007.06.29
2536BD	253C20	GFX	Y	(06) Location Tiles	2007.06.29
253C21	25452E	GFX	Y	(07) Location Tiles	2007.06.29
25452F	2549DB	GFX	Y	(08) Location Tiles	2007.06.29
2549DC	254D0D	GFX	Y	(09) Location Tiles	2007.06.29
254D0E	254F45	GFX	Y	(0A) Location Tiles	2007.06.29
254F46	255272	GFX	Y	(0B) Location Tiles	2007.06.29
255273	255A3B	GFX	Y	(0C) Location Tiles	2007.06.29
255A3C	256103	GFX	Y	(0D) Location Tiles	2007.06.29
256104	256155	GFX	Y	(0E) Location Tiles	2007.06.29
256156	2566EB	GFX	Y	(0F) Location Tiles	2007.06.29
2566EC	2569BF	GFX	Y	(10) Location Tiles	2007.06.29
2569C0	256F48	GFX	Y	(11) Location Tiles	2007.06.29
256F49	257CBE	GFX	Y	(12) Location Tiles	2007.06.29
257CBF	259596	GFX	Y	(13) Location Tiles	2007.06.29
259597	259935	GFX	Y	(14) Location Tiles	2007.06.29
259936	25AB41	GFX	Y	(15) Location Tiles	2007.06.29
25AB42	25B8D6	GFX	Y	(16) Location Tiles	2007.06.29
25B8D7	25CC22	GFX	Y	(17) Location Tiles	2007.06.29
25CC23	25D3A7	GFX	Y	(18) Location Tiles	2007.06.29
25D3A8	25DE38	GFX	Y	(19) Location Tiles	2007.06.29
25DE39	25EB9B	GFX	Y	(1A) Location Tiles	2007.06.29
25EB9C	25F9B3	GFX	Y	(1B) Location Tiles	2007.06.29
25F9B4	25FB9F	GFX	Y	(1C) Location Tiles	2007.06.29
25FBA0	25FFFF	---	N	UNUSED SPACE (1120 bytes)	2007.06.29
260000	260C85	GFX	Y	(1D) Location Tiles	2007.06.29
260C86	261501	GFX	Y	(1E) Location Tiles	2007.06.29
261502	262081	GFX	Y	(1F) Location Tiles	2007.06.29
262082	2629C8	GFX	Y	(20) Location Tiles	2007.06.29
2629C9	26360E	GFX	Y	(21) Location Tiles	2007.06.29
26360F	2645A2	GFX	Y	(22) Location Tiles	2007.06.29
2645A3	26553A	GFX	Y	(23) Location Tiles	2007.06.29
26553B	2662CE	GFX	Y	(24) Location Tiles	2007.06.29
2662CF	266B76	GFX	Y	(25) Location Tiles	2007.06.29
266B77	2677F1	GFX	Y	(26) Location Tiles	2007.06.29
2677F2	2686D3	GFX	Y	(27) Location Tiles	2007.06.29
2686D4	269340	GFX	Y	(28) Location Tiles	2007.06.29
269341	26A257	GFX	Y	(29) Location Tiles	2007.06.29
26A258	26AF6A	GFX	Y	(2A) Location Tiles	2007.06.29
26AF6B	26BE35	GFX	Y	(2B) Location Tiles	2007.06.29
26BE36	26CBA7	GFX	Y	(2C) Location Tiles	2007.06.29
26CBA8	26DAF9	GFX	Y	(2D) Location Tiles	2007.06.29
26DAFA	26EA90	GFX	Y	(2E) Location Tiles	2007.06.29
26EA91	26F7C5	GFX	Y	(2F) Location Tiles	2007.06.29
26F7C6	26FEF8	GFX	Y	(30) Location Tiles	2007.06.29
26FEF9	26FFFF	---	N	UNUSED SPACE (263 bytes)	2007.06.29
270000	270C76	GFX	Y	(31) Location Tiles	2007.06.29
270C77	271911	GFX	Y	(32) Location Tiles	2007.06.29
271912	27241D	GFX	Y	(33) Location Tiles	2007.06.29
27241E	272F65	GFX	Y	(34) Location Tiles	2007.06.29
272F66	273D01	GFX	Y	(35) Location Tiles	2007.06.29
273D02	274ACA	GFX	Y	(36) Location Tiles	2007.06.29
274ACB	275628	GFX	Y	(37) Location Tiles	2007.06.29
275629	276184	GFX	Y	(38) Location Tiles	2007.06.29
276185	276E05	GFX	Y	(39) Location Tiles	2007.06.29
276E06	277AC8	GFX	Y	(3A) Location Tiles	2007.06.29
277AC9	2788AF	GFX	Y	(3B) Location Tiles	2007.06.29
2788B0	2796C7	GFX	Y	(3C) Location Tiles	2007.06.29
2796C8	27A5B0	GFX	Y	(3D) Location Tiles	2007.06.29
27A5B1	27B4A8	GFX	Y	(3E) Location Tiles	2007.06.29
27B4A9	27C45D	GFX	Y	(3F) Location Tiles	2007.06.29
27C45E	27D32C	GFX	Y	(40) Location Tiles	2007.06.29
27D32D	27E12B	GFX	Y	(41) Location Tiles	2007.06.29
27E12C	27F1B0	GFX	Y	(42) Location Tiles	2007.06.29
27F1B1	27FF08	GFX	Y	(43) Location Tiles	2007.06.29
27FF09	27FFFF	---	N	UNUSED SPACE (247 bytes)	2007.06.29
280000	281016	GFX	Y	(44) Location Tiles	2007.06.29
281017	281B9D	GFX	Y	(45) Location Tiles	2007.06.29
281B9E	28298F	GFX	Y	(46) Location Tiles	2007.06.29
282990	283745	GFX	Y	(47) Location Tiles	2007.06.29
283746	2841A4	GFX	Y	(48) Location Tiles	2007.06.29
2841A5	284DDA	GFX	Y	(49) Location Tiles	2007.06.29
284DDB	285D76	GFX	Y	(4A) Location Tiles	2007.06.29
285D77	286D28	GFX	Y	(4B) Location Tiles	2007.06.29
286D29	287C54	GFX	Y	(4C) Location Tiles	2007.06.29
287C55	288B92	GFX	Y	(4D) Location Tiles	2007.06.29
288B93	289A7F	GFX	Y	(4E) Location Tiles	2007.06.29
289A80	28A711	GFX	Y	(4F) Location Tiles	2007.06.29
28A712	28B304	GFX	Y	(50) Location Tiles	2007.06.29
28B305	28BEEB	GFX	Y	(51) Location Tiles	2007.06.29
28BEEC	28CB32	GFX	Y	(52) Location Tiles	2007.06.29
28CB33	28D897	GFX	Y	(53) Location Tiles	2007.06.29
28D898	28E7D7	GFX	Y	(54) Location Tiles	2007.06.29
28E7D8	28F6BD	GFX	Y	(55) Location Tiles	2007.06.29
28F6BE	28FF02	GFX	Y	(56) Location Tiles	2007.06.29
28FF03	28FFFF	---	N	UNUSED SPACE (253 bytes)	2007.06.29
290000	290B57	GFX	Y	(57) Location Tiles	2007.06.29
290B58	291847	GFX	Y	(58) Location Tiles	2007.06.29
291848	292765	GFX	Y	(59) Location Tiles	2007.06.29
